1.000000000000000222e+00,7.145930667159277050e-01,7.131550165982132317e-01,7.552547053403263488e-01,7.094323503928847696e-01,7.461237709663590678e-01,7.670773120057564620e-01,7.032989056467013889e-01,7.049313323861392533e-01,7.106285611348526210e-01,7.668659559080626131e-01,7.252193205645167673e-01,7.851281448336495661e-01,7.228154961884377672e-01,7.163989980300103921e-01,8.018838795143843345e-01,6.927874935041540283e-01,7.456415244081548988e-01,7.563046223007690028e-01,7.482378626873539273e-01
7.145930667159277050e-01,1.000000000000000666e+00,8.412207554800810172e-01,8.381916868184714486e-01,8.528344485436119005e-01,8.316614811741213087e-01,8.427282696195919076e-01,8.042227508027224303e-01,8.765297369225165669e-01,8.319330724583546832e-01,8.634031390253056326e-01,8.231081535581311615e-01,8.390595216691638658e-01,8.518075651747907262e-01,8.316576601418304016e-01,7.905067195421678905e-01,8.426794560615762375e-01,8.052845559594432601e-01,8.878951530959998673e-01,8.494239777177523543e-01
7.131550165982132317e-01,8.412207554800810172e-01,1.000000000000000000e+00,8.478352745717379069e-01,8.025396617377198449e-01,7.810662836576689472e-01,8.287001396275459619e-01,7.968798296130534808e-01,8.497842941248608950e-01,8.120120040250877747e-01,8.029689862348953211e-01,8.039279174642035564e-01,8.364256245052424932e-01,8.407530125231270635e-01,8.065665389790144246e-01,7.640198489440219731e-01,8.108843681626705102e-01,8.040459232927074096e-01,7.961633803631592565e-01,8.581108668707213560e-01
7.552547053403263488e-01,8.381916868184714486e-01,8.478352745717379069e-01,1.000000000000000000e+00,8.106526989055546917e-01,8.075146567489714933e-01,8.764044078048612851e-01,8.177050115862851687e-01,8.522831768946426134e-01,8.334117165429334451e-01,8.250873945498078399e-01,8.252918394738663066e-01,8.615670354681830290e-01,8.301180608088178925e-01,8.388270751636253131e-01,7.985847798533659558e-01,8.267506263393209487e-01,8.070905814112878662e-01,8.098807100807317028e-01,8.763410370470426924e-01
7.094323503928847696e-01,8.528344485436119005e-01,8.025396617377198449e-01,8.106526989055546917e-01,1.000000000000000222e+00,7.968494807552988224e-01,8.063384928342680613e-01,7.717938168632794138e-01,8.470131051598157601e-01,7.720633555473935816e-01,8.245317028596270692e-01,7.820251536930353797e-01,7.927078030103653639e-01,8.252703200127751160e-01,7.837130040985067492e-01,7.485787040465050612e-01,8.019070319314809403e-01,7.686882981919310742e-01,8.493149059838500659e-01,8.284569464937321381e-01
7.461237709663590678e-01,8.316614811741213087e-01,7.810662836576689472e-01,8.075146567489714933e-01,7.968494807552988224e-01,1.000000000000000222e+00,7.979638782465099389e-01,7.510226357567069133e-01,8.425118902544042054e-01,7.890106008758007716e-01,9.121839964120620481e-01,8.143667501884821469e-01,8.576138025947213084e-01,8.197481445718678428e-01,7.958155320086011120e-01,7.604952429382944024e-01,7.819711122594071862e-01,7.944835424223579690e-01,8.763038362531017089e-01,8.060134971777607182e-01
7.670773120057564620e-01,8.427282696195919076e-01,8.287001396275459619e-01,8.764044078048612851e-01,8.063384928342680613e-01,7.979638782465099389e-01,1.000000000000000222e+00,8.041708539755000329e-01,8.412573137010299629e-01,8.178826182254791410e-01,8.227265082150729825e-01,7.968429669045784536e-01,8.685387359692846587e-01,8.388125546162585877e-01,8.160880715041889388e-01,7.988109252750464906e-01,8.258739756276056720e-01,8.163952101725605592e-01,8.138430774654425992e-01,9.149832975109347677e-01
7.032989056467013889e-01,8.042227508027224303e-01,7.968798296130534808e-01,8.177050115862851687e-01,7.717938168632794138e-01,7.510226357567069133e-01,8.041708539755000329e-01,9.999999999999998890e-01,8.108653033662289733e-01,7.919587344278122831e-01,7.748346616242858254e-01,7.825925735178231868e-01,7.983824944434435578e-01,8.110977882259210459e-01,8.056373831322987122e-01,8.083694915785352153e-01,7.984615789786013718e-01,8.077793412672419349e-01,7.467923516953045571e-01,8.126939007991368369e-01
7.049313323861392533e-01,8.765297369225165669e-01,8.497842941248608950e-01,8.522831768946426134e-01,8.470131051598157601e-01,8.425118902544042054e-01,8.412573137010299629e-01,8.108653033662289733e-01,1.000000000000000444e+00,8.075586369737692838e-01,8.597919834511222881e-01,8.241398663907576472e-01,8.331275265321398393e-01,8.589445119543175355e-01,8.404247595536149529e-01,7.818760570996636794e-01,8.348923343224958771e-01,8.088448885722201442e-01,8.292946001415677504e-01,8.360641274683461299e-01
7.106285611348526210e-01,8.319330724583546832e-01,8.120120040250877747e-01,8.334117165429334451e-01,7.720633555473935816e-01,7.890106008758007716e-01,8.178826182254791410e-01,7.919587344278122831e-01,8.075586369737692838e-01,9.999999999999995559e-01,8.034164092064611795e-01,7.996885199345947770e-01,8.537136004619827467e-01,8.088647694961484946e-01,7.900006049707763989e-01,7.819757026578746384e-01,9.095396315449635338e-01,8.015082859414932592e-01,7.843383010197833016e-01,8.344860244807266181e-01
7.668659559080626131e-01,8.634031390253056326e-01,8.029689862348953211e-01,8.250873945498078399e-01,8.245317028596270692e-01,9.121839964120620481e-01,8.227265082150729825e-01,7.748346616242858254e-01,8.597919834511222881e-01,8.034164092064611795e-01,1.000000000000000000e+00,8.263109038114169191e-01,8.643460420347670592e-01,8.423133623291441108e-01,8.098434994755276950e-01,7.771658952867039893e-01,8.026319015337111118e-01,8.007028413082071250e-01,8.856755571417369577e-01,8.184617056041054717e-01
7.252193205645167673e-01,8.231081535581311615e-01,8.039279174642035564e-01,8.252918394738663066e-01,7.820251536930353797e-01,8.143667501884821469e-01,7.968429669045784536e-01,7.825925735178231868e-01,8.241398663907576472e-01,7.996885199345947770e-01,8.263109038114169191e-01,9.999999999999993339e-01,8.105995838020132460e-01,8.386693264781349688e-01,7.970882857492364026e-01,7.666777115962616351e-01,7.837920087720899875e-01,8.022861514316941278e-01,8.069496647478409113e-01,8.107052566996362231e-01
7.851281448336495661e-01,8.390595216691638658e-01,8.364256245052424932e-01,8.615670354681830290e-01,7.927078030103653639e-01,8.576138025947213084e-01,8.685387359692846587e-01,7.983824944434435578e-01,8.331275265321398393e-01,8.537136004619827467e-01,8.643460420347670592e-01,8.105995838020132460e-01,9.999999999999996669e-01,8.450239813003430633e-01,8.205567713370089944e-01,8.067144640430141678e-01,8.309902215780382573e-01,8.238593992950731248e-01,8.514373529351352277e-01,8.591490485033000946e-01
7.228154961884377672e-01,8.518075651747907262e-01,8.407530125231270635e-01,8.301180608088178925e-01,8.252703200127751160e-01,8.197481445718678428e-01,8.388125546162585877e-01,8.110977882259210459e-01,8.589445119543175355e-01,8.088647694961484946e-01,8.423133623291441108e-01,8.386693264781349688e-01,8.450239813003430633e-01,1.000000000000000444e+00,8.362782205067273988e-01,7.975021138815049371e-01,8.186433833600412768e-01,8.276878467748491897e-01,8.256858155795394616e-01,8.555113403353185042e-01
7.163989980300103921e-01,8.316576601418304016e-01,8.065665389790144246e-01,8.388270751636253131e-01,7.837130040985067492e-01,7.958155320086011120e-01,8.160880715041889388e-01,8.056373831322987122e-01,8.404247595536149529e-01,7.900006049707763989e-01,8.098434994755276950e-01,7.970882857492364026e-01,8.205567713370089944e-01,8.362782205067273988e-01,1.000000000000000222e+00,7.756538982376308677e-01,8.105615699121451190e-01,7.890506221495763306e-01,7.902359718725080473e-01,8.354055147057990460e-01
8.018838795143843345e-01,7.905067195421678905e-01,7.640198489440219731e-01,7.985847798533659558e-01,7.485787040465050612e-01,7.604952429382944024e-01,7.988109252750464906e-01,8.083694915785352153e-01,7.818760570996636794e-01,7.819757026578746384e-01,7.771658952867039893e-01,7.666777115962616351e-01,8.067144640430141678e-01,7.975021138815049371e-01,7.756538982376308677e-01,9.999999999999997780e-01,7.813830000922261654e-01,8.011089565056646045e-01,7.780493862621630230e-01,7.879271858896812475e-01
6.927874935041540283e-01,8.426794560615762375e-01,8.108843681626705102e-01,8.267506263393209487e-01,8.019070319314809403e-01,7.819711122594071862e-01,8.258739756276056720e-01,7.984615789786013718e-01,8.348923343224958771e-01,9.095396315449635338e-01,8.026319015337111118e-01,7.837920087720899875e-01,8.309902215780382573e-01,8.186433833600412768e-01,8.105615699121451190e-01,7.813830000922261654e-01,9.999999999999993339e-01,7.782191755640420761e-01,7.870143343188323870e-01,8.311871928402602139e-01
7.456415244081548988e-01,8.052845559594432601e-01,8.040459232927074096e-01,8.070905814112878662e-01,7.686882981919310742e-01,7.944835424223579690e-01,8.163952101725605592e-01,8.077793412672419349e-01,8.088448885722201442e-01,8.015082859414932592e-01,8.007028413082071250e-01,8.022861514316941278e-01,8.238593992950731248e-01,8.276878467748491897e-01,7.890506221495763306e-01,8.011089565056646045e-01,7.782191755640420761e-01,9.999999999999995559e-01,7.970458048108690630e-01,8.307843484846599846e-01
7.563046223007690028e-01,8.878951530959998673e-01,7.961633803631592565e-01,8.098807100807317028e-01,8.493149059838500659e-01,8.763038362531017089e-01,8.138430774654425992e-01,7.467923516953045571e-01,8.292946001415677504e-01,7.843383010197833016e-01,8.856755571417369577e-01,8.069496647478409113e-01,8.514373529351352277e-01,8.256858155795394616e-01,7.902359718725080473e-01,7.780493862621630230e-01,7.870143343188323870e-01,7.970458048108690630e-01,9.999999999999997780e-01,8.142009375378507219e-01
7.482378626873539273e-01,8.494239777177523543e-01,8.581108668707213560e-01,8.763410370470426924e-01,8.284569464937321381e-01,8.060134971777607182e-01,9.149832975109347677e-01,8.126939007991368369e-01,8.360641274683461299e-01,8.344860244807266181e-01,8.184617056041054717e-01,8.107052566996362231e-01,8.591490485033000946e-01,8.555113403353185042e-01,8.354055147057990460e-01,7.879271858896812475e-01,8.311871928402602139e-01,8.307843484846599846e-01,8.142009375378507219e-01,1.000000000000000222e+00
