1.000000119209289551e+00,1.110972389578819275e-01,5.334320068359375000e-01,9.864473342895507812e-02,4.983828961849212646e-01,-1.599695533514022827e-01,1.634912490844726562e-01,2.388207763433456421e-01,-2.176119685173034668e-01,2.909207940101623535e-01,-1.707971394062042236e-01,-1.203024610877037048e-01,-5.479022860527038574e-02,5.923674106597900391e-01,1.403090357780456543e-01,-1.891925558447837830e-02,5.187776088714599609e-01,-2.008643448352813721e-01,4.313064217567443848e-01,5.543510988354682922e-02
1.110972389578819275e-01,9.999997615814208984e-01,2.014155387878417969e-01,4.046301245689392090e-01,3.130021989345550537e-01,2.008126676082611084e-01,3.804073929786682129e-01,2.890530228614807129e-01,4.003448486328125000e-01,3.231735527515411377e-01,3.364916443824768066e-01,2.391878366470336914e-01,1.498723924160003662e-01,2.086170166730880737e-01,3.450078964233398438e-01,-2.532135695219039917e-03,1.047855913639068604e-01,6.041835620999336243e-02,3.665962219238281250e-01,3.130909502506256104e-01
5.334320068359375000e-01,2.014155387878417969e-01,1.000000000000000000e+00,8.190152049064636230e-02,2.598747611045837402e-01,-6.673125177621841431e-02,7.847495377063751221e-02,1.938129663467407227e-01,-6.638666242361068726e-02,2.955737411975860596e-01,-9.590433537960052490e-02,5.688472837209701538e-02,-2.571721188724040985e-02,6.182280182838439941e-01,7.480705529451370239e-02,-2.674473822116851807e-02,4.501478075981140137e-01,-6.576825678348541260e-02,2.630412578582763672e-01,3.855568170547485352e-02
9.864473342895507812e-02,4.046301245689392090e-01,8.190152049064636230e-02,1.000000357627868652e+00,2.130448371171951294e-01,1.997531950473785400e-01,3.892650604248046875e-01,4.816202521324157715e-01,2.332061678171157837e-01,-3.575199469923973083e-02,3.386684358119964600e-01,1.587315052747726440e-01,4.386255145072937012e-02,2.447635494172573090e-02,2.792145907878875732e-01,8.392570912837982178e-02,-4.979857429862022400e-02,-1.475639939308166504e-01,8.296487480401992798e-02,2.498792111873626709e-01
4.983828961849212646e-01,3.130021989345550537e-01,2.598747611045837402e-01,2.130448371171951294e-01,1.000000000000000000e+00,2.766964025795459747e-04,1.814251393079757690e-01,1.577323675155639648e-01,3.663175180554389954e-02,1.873842924833297729e-01,-1.394047774374485016e-02,-8.515544980764389038e-02,-7.555333897471427917e-03,4.293862581253051758e-01,3.100700974464416504e-01,-6.128076091408729553e-02,2.728181779384613037e-01,-1.183149367570877075e-01,6.125093102455139160e-01,1.499785482883453369e-01
-1.599695533514022827e-01,2.008126676082611084e-01,-6.673125177621841431e-02,1.997531950473785400e-01,2.766964025795459747e-04,1.000000000000000000e+00,3.805917203426361084e-01,4.389950335025787354e-01,6.055030822753906250e-01,-2.488683722913265228e-02,7.657704949378967285e-01,2.772128880023956299e-01,2.365138083696365356e-01,-1.426419615745544434e-01,4.142105579376220703e-01,9.564153850078582764e-02,-7.298371940851211548e-02,3.038951158523559570e-01,-4.942343384027481079e-02,5.061936378479003906e-01
1.634912490844726562e-01,3.804073929786682129e-01,7.847495377063751221e-02,3.892650604248046875e-01,1.814251393079757690e-01,3.805917203426361084e-01,1.000000357627868652e+00,8.283326625823974609e-01,4.229693114757537842e-01,1.451609134674072266e-01,5.947784185409545898e-01,1.821487843990325928e-01,-4.654684662818908691e-02,6.761600077152252197e-02,7.197546362876892090e-01,-6.737706810235977173e-02,-2.457842230796813965e-03,-1.330701112747192383e-01,6.614159792661666870e-02,7.410860061645507812e-01
2.388207763433456421e-01,2.890530228614807129e-01,1.938129663467407227e-01,4.816202521324157715e-01,1.577323675155639648e-01,4.389950335025787354e-01,8.283326625823974609e-01,9.999998211860656738e-01,3.735793232917785645e-01,6.261892616748809814e-02,5.561393499374389648e-01,2.325006872415542603e-01,-7.824270054697990417e-03,1.245899498462677002e-01,5.980122685432434082e-01,5.305325239896774292e-02,1.422723755240440369e-03,-1.531542688608169556e-01,4.538352042436599731e-02,6.479902863502502441e-01
-2.176119685173034668e-01,4.003448486328125000e-01,-6.638666242361068726e-02,2.332061678171157837e-01,3.663175180554389954e-02,6.055030822753906250e-01,4.229693114757537842e-01,3.735793232917785645e-01,9.999998807907104492e-01,1.518145650625228882e-01,7.056328654289245605e-01,2.378807216882705688e-01,2.370738685131072998e-01,-1.146306321024894714e-01,4.608945250511169434e-01,1.886287331581115723e-02,-1.189162358641624451e-01,3.022125959396362305e-01,7.364052534103393555e-02,5.930910110473632812e-01
2.909207940101623535e-01,3.231735527515411377e-01,2.955737411975860596e-01,-3.575199469923973083e-02,1.873842924833297729e-01,-2.488683722913265228e-02,1.451609134674072266e-01,6.261892616748809814e-02,1.518145650625228882e-01,1.000000000000000000e+00,-1.269848644733428955e-02,1.563173085451126099e-01,2.970896065235137939e-01,4.371934533119201660e-01,1.047638356685638428e-01,-1.478632241487503052e-01,4.509935677051544189e-01,2.395108044147491455e-01,3.748207986354827881e-01,2.562509775161743164e-01
